,0,1,2,3,4,mean,std
2,0.013216279,0.013836253,0.018439742,0.007989946,0.012692857,0.013235015,0.003324326
6,0.003686869,0.004320711,0.004136576,0.00477428,0.003775311,0.004138749,0.000393268
10,0.002775486,0.002478877,0.003434414,0.002732277,0.002503827,0.002784976,0.000345653
14,0.002391969,0.00208269,0.002153054,0.002667381,0.0022031,0.002299639,0.000210539
18,0.001453245,0.002181081,0.002915716,0.001853813,0.002436605,0.002168092,0.000498194
22,0.002161329,0.002315032,0.001970218,0.00253691,0.001810825,0.002158863,0.000254571
24,0.001815475,0.003189604,0.001934329,0.002017699,0.002688174,0.002329056,0.000526503
28,0.002334019,0.002126249,0.001952961,0.00267141,0.002590815,0.002335091,0.000271347
32,0.002209202,0.004163593,0.002778928,0.003322994,0.001709489,0.002836841,0.000856134
36,0.00206853,0.002499424,0.003915378,0.002118819,0.002195859,0.002559602,0.00069419
40,0.003103987,0.002165588,0.002307518,0.001780501,0.003461291,0.002563777,0.00062211
44,0.002932554,0.004081325,0.003992563,0.002407422,0.003059931,0.003294759,0.000644875
48,0.003682047,0.005309744,0.001912594,0.003035639,0.002550019,0.003298009,0.001161229
52,0.004039842,0.003290849,0.003269545,0.002123209,0.002339006,0.00301249,0.000699059
56,0.002721844,0.003405486,0.003328402,0.006254831,0.00317431,0.003776975,0.001261388
60,0.003196532,0.002418288,0.003876491,0.00332986,0.00395856,0.003355946,0.000554871
64,0.003118924,0.005089558,0.007397292,0.005037537,0.002653275,0.004659317,0.001686516
68,0.004559836,0.005530218,0.003355306,0.004183892,0.002295709,0.003984992,0.001096167
72,0.004553199,0.004977265,0.007644301,0.004518681,0.006057329,0.005550155,0.001185642
76,0.004949209,0.006545871,0.002477953,0.003331363,0.00318371,0.004097621,0.001467299